"Name","Location","Date","Value","Unit"
"DM - Gas Consumption by Market Sector","DM",2018-03-02,9029019,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-03,9137999,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-04,9588491,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-05,11906480,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-06,11659522,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-07,11724289,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-08,11385482,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-09,11123068,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-10,8202138,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-11,7598581,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-12,10555612,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-13,10512531,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-14,10146696,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-15,10249881,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-16,10057297,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-17,9551639,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-18,9408803,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-19,9961342,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-20,11574294,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-21,11119463,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-22,10260601,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-23,10165239,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-24,7475527,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-25,8393393,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-26,10090033,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-27,10398004,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-28,10860702,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-29,10996367,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-30,10035963,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-03-31,8489393,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-01,8175452,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-02,8847883,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-03,9937754,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-04,11071997,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-05,10560184,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-06,9581288,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-07,7437588,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-08,6912114,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-09,9637033,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-10,10165151,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-11,10039227,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-12,10119421,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-13,9517805,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-14,7313709,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-15,7004737,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-16,9601710,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-17,9101095,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-18,8712920,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-19,8550343,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-20,8521163,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-21,6751112,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-22,6391629,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-23,8935480,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-24,9404690,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-25,9513102,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-26,9582783,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-27,9527573,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-28,7813409,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-29,7347753,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-04-30,9638683,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-01,9596714,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-02,9514166,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-03,9307721,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-04,8120309,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-05,6105318,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-06,5426665,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-07,5888955,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-08,8255880,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-09,9327391,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-10,9059590,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-11,8941803,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-12,6854476,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-13,6057821,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-14,8084572,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-15,8502037,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-16,8499407,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-17,8265139,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-18,7561110,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-19,5894025,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-20,5778576,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-21,8451441,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-22,8338184,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-23,7908269,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-24,7915397,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-25,7107035,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-26,5603507,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-27,5843786,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-28,7485144,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-29,7571506,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-30,7541900,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-05-31,7258773,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-01,6861189,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-02,5439205,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-03,4923324,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-04,5501882,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-05,7495205,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-06,7359429,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-07,7239463,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-08,7162300,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-09,5419912,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-10,5102331,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-11,7438318,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-12,7441175,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-13,7535250,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-14,7528559,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-15,7347461,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-16,5812149,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-17,5400420,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-18,7199291,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-19,7494474,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-20,7675906,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-21,7819480,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-22,7206146,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-23,5496267,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-24,4961602,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-25,7053555,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-26,6993884,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-27,7031084,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-28,6974311,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-29,6431534,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-06-30,5342408,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-01,4872985,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-02,6644300,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-03,6749326,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-04,6751437,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-05,6952655,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-06,6453015,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-07,5135337,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-08,4720555,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-09,6777757,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-10,6833096,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-11,6707338,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-12,6917005,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-13,6487117,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-14,5096578,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-15,4884975,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-16,6862704,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-17,7299097,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-18,6937082,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-19,6931065,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-20,6698055,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-21,5218364,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-22,4751255,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-23,6734657,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-24,7180221,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-25,6965096,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-26,6884023,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-27,6406842,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-28,4891690,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-29,4660444,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-30,6828111,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-07-31,7084248,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-01,6715202,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-02,6602047,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-03,6363395,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-04,5169299,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-05,4375607,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-06,5131146,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-07,6835347,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-08,7133529,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-09,7087573,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-10,6875535,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-11,5316145,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-12,4751426,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-13,6980530,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-14,7353630,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-15,7194275,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-16,7545885,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-17,7362758,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-18,5546261,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-19,4959278,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-20,6978930,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-21,7224496,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-22,7174953,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-23,7356344,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-24,7458736,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-25,5941592,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-26,5400531,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-27,7591803,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-28,7735514,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-29,7653108,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-30,7516330,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-08-31,6987319,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-01,5541769,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-02,5272626,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-03,7449870,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-04,7868510,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-05,7492231,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-06,7464375,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-07,7217402,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-08,5877624,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-09,5458104,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-10,7573030,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-11,7691846,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-12,7664401,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-13,7760462,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-14,7517097,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-15,5942611,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-16,5375826,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-17,7224664,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-18,7331105,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-19,7605078,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-20,8127325,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-21,7817414,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-22,6529942,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-23,6476083,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-24,8844356,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-25,8392057,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-26,7970819,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-27,7997238,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-28,8189259,"kWh"
"DM - Gas Consumption by Market Sector","DM",2018-09-29,6744552,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-01,56323347,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-02,60432163,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-03,61501845,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-04,59498807,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-05,62442601,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-06,60880452,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-07,60940593,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-08,73088117,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-09,64292583,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-10,62631515,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-11,65601583,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-12,64054068,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-13,55247732,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-14,51847872,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-15,62011344,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-16,73393027,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-17,72633387,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-18,67848482,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-19,72552958,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-20,62393268,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-21,54984792,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-22,58769100,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-23,50320482,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-24,57709542,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-25,59391861,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-26,61976814,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-27,48967091,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-28,43305167,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-29,52644496,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-30,60173117,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-01-31,63641767,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-01,64892691,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-02,65187982,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-03,58664715,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-04,52101667,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-05,68284709,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-06,71654490,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-07,72957302,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-08,60315987,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-09,69042122,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-10,53010165,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-11,62908449,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-12,67468404,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-13,65237363,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-14,62978697,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-15,66095510,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-16,63150595,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-17,54369854,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-18,50506138,"kWh"
"NDM - Forecast EOD gas consumption for Gas Day","NDM",2018-02-19,50436232,"kWh"
